title,price,location,area,description,features,contact,image_url,property_url,price_per_sqm,land_size
Sewa Lahan Gresik Tambak Osowilangun Benowo Surabaya Barat,Rp 12 Ribu /m² per bulan,Sewa Lahan Gresik Tambak Osowilangun Benowo Surabaya Barat,,Rp 12 Ribu /m² per bulan,,+62811317...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1796583/174f7f99d2075213a270c85dacd695a5.jpg,https://www.rumah123.com/properti/surabaya/lar8771808/,,LT : 10000 m²
Sewa Lahan Gresik Tambak Osowilangun Benowo Surabaya Barat,Rp 12 Ribu /m² per bulan,Sewa Lahan Gresik Tambak Osowilangun Benowo Surabaya Barat,,Rp 12 Ribu /m² per bulan,,+62811317...,https://pic.rumah123.com/r123/60x60-fit/photo/1796583/180/17965831678959531.jpg,https://www.rumah123.com/properti/surabaya/lar8771808/,,LT : 10000 m²
Sewa Lahan Gresik Tambak Osowilangun Benowo Surabaya Barat,Rp 12 Ribu /m² per bulan,Sewa Lahan Gresik Tambak Osowilangun Benowo Surabaya Barat,,Rp 12 Ribu /m² per bulan,,,,https://www.rumah123.com/properti/surabaya/lar8771808/,,LT : 10000 m²
Tanah Disewa Sukomanunggal Surabaya,Rp 100 Juta Total per tahun,Tanah Disewa Sukomanunggal Surabaya,,Rp 100 Juta Total per tahun,,+62821319...,https://picture.rumah123.com/r123-images/720x420-crop/customer/775398/96487359b28ae19ca48326dc65c0039c.png,https://www.rumah123.com/properti/surabaya/lar8763096/,,LT : 525 m²
Tanah Disewa Sukomanunggal Surabaya,Rp 100 Juta Total per tahun,Tanah Disewa Sukomanunggal Surabaya,,Rp 100 Juta Total per tahun,,+62821319...,https://picture.rumah123.com/r123-images/720x420-crop/customer/775398/96487359b28ae19ca48326dc65c0039c.png,https://www.rumah123.com/properti/surabaya/lar8763096/,,LT : 525 m²
Tanah Disewa Sukomanunggal Surabaya,Rp 100 Juta Total per tahun,Tanah Disewa Sukomanunggal Surabaya,,Rp 100 Juta Total per tahun,,+62821319...,https://picture.rumah123.com/r123-images/720x420-crop/customer/775398/96487359b28ae19ca48326dc65c0039c.png,https://www.rumah123.com/properti/surabaya/lar8763096/,,LT : 525 m²
Tanah Disewa Sukomanunggal Surabaya,Rp 100 Juta Total per tahun,Tanah Disewa Sukomanunggal Surabaya,,Rp 100 Juta Total per tahun,,+62821319...,https://pic.rumah123.com/r123/60x60-fit/photo/775398/180/7753981697530522.jpg,https://www.rumah123.com/properti/surabaya/lar8763096/,,LT : 525 m²
Tanah Disewa Sukomanunggal Surabaya,Rp 100 Juta Total per tahun,Tanah Disewa Sukomanunggal Surabaya,,Rp 100 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8763096/,,LT : 525 m²
Tanah Commercial Area Di West Radial Road Citraland Surabaya,Rp 300 Juta Total per tahun,Tanah Commercial Area Di West Radial Road Citraland Surabaya,,Rp 300 Juta Total per tahun,,+62811355...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1838443/990bae39a25a025c5c44ff239b8a88de.jpg,https://www.rumah123.com/properti/surabaya/lar4084034/,,LT : 1250 m²
Tanah Commercial Area Di West Radial Road Citraland Surabaya,Rp 300 Juta Total per tahun,Tanah Commercial Area Di West Radial Road Citraland Surabaya,,Rp 300 Juta Total per tahun,,+62811355...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1838443/990bae39a25a025c5c44ff239b8a88de.jpg,https://www.rumah123.com/properti/surabaya/lar4084034/,,LT : 1250 m²
Tanah Commercial Area Di West Radial Road Citraland Surabaya,Rp 300 Juta Total per tahun,Tanah Commercial Area Di West Radial Road Citraland Surabaya,,Rp 300 Juta Total per tahun,,+62811355...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1838443/990bae39a25a025c5c44ff239b8a88de.jpg,https://www.rumah123.com/properti/surabaya/lar4084034/,,LT : 1250 m²
Tanah Commercial Area Di West Radial Road Citraland Surabaya,Rp 300 Juta Total per tahun,Tanah Commercial Area Di West Radial Road Citraland Surabaya,,Rp 300 Juta Total per tahun,,+62811355...,https://pic.rumah123.com/r123/60x60-fit/photo/1838443/180/18384431706587212.jpg,https://www.rumah123.com/properti/surabaya/lar4084034/,,LT : 1250 m²
Tanah Commercial Area Di West Radial Road Citraland Surabaya,Rp 300 Juta Total per tahun,Tanah Commercial Area Di West Radial Road Citraland Surabaya,,Rp 300 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar4084034/,,LT : 1250 m²
Disewakan Tanah Strategis di Nol Raya Karang Asem Surabaya,Rp 250 Juta Total per tahun,Disewakan Tanah Strategis di Nol Raya Karang Asem Surabaya,,Rp 250 Juta Total per tahun,,+62815517...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1034970/bd9292fdf8bce33c286aca87bc17bab4.jpg,https://www.rumah123.com/properti/surabaya/lar8762514/,,LT : 2002 m²
Disewakan Tanah Strategis di Nol Raya Karang Asem Surabaya,Rp 250 Juta Total per tahun,Disewakan Tanah Strategis di Nol Raya Karang Asem Surabaya,,Rp 250 Juta Total per tahun,,+62815517...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1034970/bd9292fdf8bce33c286aca87bc17bab4.jpg,https://www.rumah123.com/properti/surabaya/lar8762514/,,LT : 2002 m²
Disewakan Tanah Strategis di Nol Raya Karang Asem Surabaya,Rp 250 Juta Total per tahun,Disewakan Tanah Strategis di Nol Raya Karang Asem Surabaya,,Rp 250 Juta Total per tahun,,+62815517...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1034970/bd9292fdf8bce33c286aca87bc17bab4.jpg,https://www.rumah123.com/properti/surabaya/lar8762514/,,LT : 2002 m²
Disewakan Tanah Strategis di Nol Raya Karang Asem Surabaya,Rp 250 Juta Total per tahun,Disewakan Tanah Strategis di Nol Raya Karang Asem Surabaya,,Rp 250 Juta Total per tahun,,+62815517...,https://pic.rumah123.com/r123/60x60-fit/photo/1034970/180/10349701711709603.jpg,https://www.rumah123.com/properti/surabaya/lar8762514/,,LT : 2002 m²
Disewakan Tanah Strategis di Nol Raya Karang Asem Surabaya,Rp 250 Juta Total per tahun,Disewakan Tanah Strategis di Nol Raya Karang Asem Surabaya,,Rp 250 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8762514/,,LT : 2002 m²
Disewakan Tanah Strategis Nol Jalan Raya Hr Muhammad Surabaya,Rp 4 Miliar Total per tahun,Disewakan Tanah Strategis Nol Jalan Raya Hr Muhammad Surabaya,,Rp 4 Miliar Total per tahun,,+62815517...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1034970/dac0c4a97736d95eee76246cb6bdda5a.jpg,https://www.rumah123.com/properti/surabaya/lar8762487/,,LT : 7950 m²
Disewakan Tanah Strategis Nol Jalan Raya Hr Muhammad Surabaya,Rp 4 Miliar Total per tahun,Disewakan Tanah Strategis Nol Jalan Raya Hr Muhammad Surabaya,,Rp 4 Miliar Total per tahun,,+62815517...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1034970/dac0c4a97736d95eee76246cb6bdda5a.jpg,https://www.rumah123.com/properti/surabaya/lar8762487/,,LT : 7950 m²
Disewakan Tanah Strategis Nol Jalan Raya Hr Muhammad Surabaya,Rp 4 Miliar Total per tahun,Disewakan Tanah Strategis Nol Jalan Raya Hr Muhammad Surabaya,,Rp 4 Miliar Total per tahun,,+62815517...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1034970/dac0c4a97736d95eee76246cb6bdda5a.jpg,https://www.rumah123.com/properti/surabaya/lar8762487/,,LT : 7950 m²
Disewakan Tanah Strategis Nol Jalan Raya Hr Muhammad Surabaya,Rp 4 Miliar Total per tahun,Disewakan Tanah Strategis Nol Jalan Raya Hr Muhammad Surabaya,,Rp 4 Miliar Total per tahun,,+62815517...,https://pic.rumah123.com/r123/60x60-fit/photo/1034970/180/10349701711709603.jpg,https://www.rumah123.com/properti/surabaya/lar8762487/,,LT : 7950 m²
Disewakan Tanah Strategis Nol Jalan Raya Hr Muhammad Surabaya,Rp 4 Miliar Total per tahun,Disewakan Tanah Strategis Nol Jalan Raya Hr Muhammad Surabaya,,Rp 4 Miliar Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8762487/,,LT : 7950 m²
Disewakan Tanah di area pergudangan Osowilangon Surabaya,"Rp 7,5 Ribu /m² per bulan",Disewakan Tanah di area pergudangan Osowilangon Surabaya,,"Rp 7,5 Ribu /m² per bulan",,+62818339...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2112242/a2bd2f95d326eac5b309a4c68a98c7c1.jpg,https://www.rumah123.com/properti/surabaya/lar8762401/,,LT : 10700 m²
Disewakan Tanah di area pergudangan Osowilangon Surabaya,"Rp 7,5 Ribu /m² per bulan",Disewakan Tanah di area pergudangan Osowilangon Surabaya,,"Rp 7,5 Ribu /m² per bulan",,+62818339...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2112242/a2bd2f95d326eac5b309a4c68a98c7c1.jpg,https://www.rumah123.com/properti/surabaya/lar8762401/,,LT : 10700 m²
Disewakan Tanah di area pergudangan Osowilangon Surabaya,"Rp 7,5 Ribu /m² per bulan",Disewakan Tanah di area pergudangan Osowilangon Surabaya,,"Rp 7,5 Ribu /m² per bulan",,+62818339...,https://picture.rumah123.com/r123-images/720x420-crop/customer/2112242/a2bd2f95d326eac5b309a4c68a98c7c1.jpg,https://www.rumah123.com/properti/surabaya/lar8762401/,,LT : 10700 m²
Disewakan Tanah di area pergudangan Osowilangon Surabaya,"Rp 7,5 Ribu /m² per bulan",Disewakan Tanah di area pergudangan Osowilangon Surabaya,,"Rp 7,5 Ribu /m² per bulan",,+62818339...,https://pic.rumah123.com/r123/60x60-fit/photo/2112242/180/21122421730351310.jpg,https://www.rumah123.com/properti/surabaya/lar8762401/,,LT : 10700 m²
Disewakan Tanah di area pergudangan Osowilangon Surabaya,"Rp 7,5 Ribu /m² per bulan",Disewakan Tanah di area pergudangan Osowilangon Surabaya,,"Rp 7,5 Ribu /m² per bulan",,,,https://www.rumah123.com/properti/surabaya/lar8762401/,,LT : 10700 m²
Sewa Tanah Usaha di Raya Jemursari Komersil Area Kondisi Bagus,Rp 275 Juta Total per tahun,"Surabaya Kota, Surabaya",,Rp 275 Juta Total per tahun,,+62857078...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1686562/9b05848fd9acd50de092190d99fd0070.jpg,https://www.rumah123.com/properti/surabaya/lar8753129/,,LT : 600 m²
Sewa Tanah Usaha di Raya Jemursari Komersil Area Kondisi Bagus,Rp 275 Juta Total per tahun,"Surabaya Kota, Surabaya",,Rp 275 Juta Total per tahun,,+62857078...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1686562/9b05848fd9acd50de092190d99fd0070.jpg,https://www.rumah123.com/properti/surabaya/lar8753129/,,LT : 600 m²
Sewa Tanah Usaha di Raya Jemursari Komersil Area Kondisi Bagus,Rp 275 Juta Total per tahun,"Surabaya Kota, Surabaya",,Rp 275 Juta Total per tahun,,+62857078...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1686562/9b05848fd9acd50de092190d99fd0070.jpg,https://www.rumah123.com/properti/surabaya/lar8753129/,,LT : 600 m²
Sewa Tanah Usaha di Raya Jemursari Komersil Area Kondisi Bagus,Rp 275 Juta Total per tahun,"Surabaya Kota, Surabaya",,Rp 275 Juta Total per tahun,,+62857078...,https://pic.rumah123.com/r123/60x60-fit/photo/1686562/180/16865621730902360.jpg,https://www.rumah123.com/properti/surabaya/lar8753129/,,LT : 600 m²
Sewa Tanah Usaha di Raya Jemursari Komersil Area Kondisi Bagus,Rp 275 Juta Total per tahun,"Surabaya Kota, Surabaya",,Rp 275 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8753129/,,LT : 600 m²
Sewa Tanah Usaha Lokasi di Dharmahusada Lokasi Strategis,Rp 300 Juta Total per tahun,"Dharma Husada, Surabaya",,Rp 300 Juta Total per tahun,,+62857078...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1686562/aa0755ea815a57c542b05becdb9fc68c.jpg,https://www.rumah123.com/properti/surabaya/lar8753128/,,LT : 1500 m²
Sewa Tanah Usaha Lokasi di Dharmahusada Lokasi Strategis,Rp 300 Juta Total per tahun,"Dharma Husada, Surabaya",,Rp 300 Juta Total per tahun,,+62857078...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1686562/aa0755ea815a57c542b05becdb9fc68c.jpg,https://www.rumah123.com/properti/surabaya/lar8753128/,,LT : 1500 m²
Sewa Tanah Usaha Lokasi di Dharmahusada Lokasi Strategis,Rp 300 Juta Total per tahun,"Dharma Husada, Surabaya",,Rp 300 Juta Total per tahun,,+62857078...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1686562/aa0755ea815a57c542b05becdb9fc68c.jpg,https://www.rumah123.com/properti/surabaya/lar8753128/,,LT : 1500 m²
Sewa Tanah Usaha Lokasi di Dharmahusada Lokasi Strategis,Rp 300 Juta Total per tahun,"Dharma Husada, Surabaya",,Rp 300 Juta Total per tahun,,+62857078...,https://pic.rumah123.com/r123/60x60-fit/photo/1686562/180/16865621730902360.jpg,https://www.rumah123.com/properti/surabaya/lar8753128/,,LT : 1500 m²
Sewa Tanah Usaha Lokasi di Dharmahusada Lokasi Strategis,Rp 300 Juta Total per tahun,"Dharma Husada, Surabaya",,Rp 300 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8753128/,,LT : 1500 m²
Sewa Kavling Tanah Siap Bangun Di Surabaya Kota,Rp 500 Juta per tahun,Sewa Kavling Tanah Siap Bangun Di Surabaya Kota,,Rp 500 Juta per tahun,,+62811355...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1838443/c56a0bccfdc8487258b1821b99cefe16.jpg,https://www.rumah123.com/properti/surabaya/lar8753054/,,LT : 834 m²
Sewa Kavling Tanah Siap Bangun Di Surabaya Kota,Rp 500 Juta per tahun,Sewa Kavling Tanah Siap Bangun Di Surabaya Kota,,Rp 500 Juta per tahun,,+62811355...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1838443/c56a0bccfdc8487258b1821b99cefe16.jpg,https://www.rumah123.com/properti/surabaya/lar8753054/,,LT : 834 m²
Sewa Kavling Tanah Siap Bangun Di Surabaya Kota,Rp 500 Juta per tahun,Sewa Kavling Tanah Siap Bangun Di Surabaya Kota,,Rp 500 Juta per tahun,,+62811355...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1838443/c56a0bccfdc8487258b1821b99cefe16.jpg,https://www.rumah123.com/properti/surabaya/lar8753054/,,LT : 834 m²
Sewa Kavling Tanah Siap Bangun Di Surabaya Kota,Rp 500 Juta per tahun,Sewa Kavling Tanah Siap Bangun Di Surabaya Kota,,Rp 500 Juta per tahun,,+62811355...,https://pic.rumah123.com/r123/60x60-fit/photo/1838443/180/18384431706587212.jpg,https://www.rumah123.com/properti/surabaya/lar8753054/,,LT : 834 m²
Sewa Kavling Tanah Siap Bangun Di Surabaya Kota,Rp 500 Juta per tahun,Sewa Kavling Tanah Siap Bangun Di Surabaya Kota,,Rp 500 Juta per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8753054/,,LT : 834 m²
"Disewakan Lahan Padat (Area Base Course) di Raya Tambak Osowilangun, dekat Romokalisari, Kalianak, Margomulyo",Rp 120 Ribu /m² per tahun,"Wiyung, Surabaya",,Rp 120 Ribu /m² per tahun,,+62878528...,https://picture.rumah123.com/r123-images/720x420-crop/customer/923246/a66ff335168b2e585e1d757fac438960.jpg,https://www.rumah123.com/properti/surabaya/lar8752521/,,LT : 10738 m²
"Disewakan Lahan Padat (Area Base Course) di Raya Tambak Osowilangun, dekat Romokalisari, Kalianak, Margomulyo",Rp 120 Ribu /m² per tahun,"Wiyung, Surabaya",,Rp 120 Ribu /m² per tahun,,+62878528...,https://picture.rumah123.com/r123-images/720x420-crop/customer/923246/a66ff335168b2e585e1d757fac438960.jpg,https://www.rumah123.com/properti/surabaya/lar8752521/,,LT : 10738 m²
"Disewakan Lahan Padat (Area Base Course) di Raya Tambak Osowilangun, dekat Romokalisari, Kalianak, Margomulyo",Rp 120 Ribu /m² per tahun,"Wiyung, Surabaya",,Rp 120 Ribu /m² per tahun,,+62878528...,https://picture.rumah123.com/r123-images/720x420-crop/customer/923246/a66ff335168b2e585e1d757fac438960.jpg,https://www.rumah123.com/properti/surabaya/lar8752521/,,LT : 10738 m²
"Disewakan Lahan Padat (Area Base Course) di Raya Tambak Osowilangun, dekat Romokalisari, Kalianak, Margomulyo",Rp 120 Ribu /m² per tahun,"Wiyung, Surabaya",,Rp 120 Ribu /m² per tahun,,+62878528...,https://pic.rumah123.com/r123/60x60-fit/photo/923246/180/9232461681278138.jpg,https://www.rumah123.com/properti/surabaya/lar8752521/,,LT : 10738 m²
"Disewakan Lahan Padat (Area Base Course) di Raya Tambak Osowilangun, dekat Romokalisari, Kalianak, Margomulyo",Rp 120 Ribu /m² per tahun,"Wiyung, Surabaya",,Rp 120 Ribu /m² per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8752521/,,LT : 10738 m²
"Disewakan Lahan Padat (Area Paving) di Raya Tambak Osowilangun, dekat Romokalisari, Kalianak, Margomulyo",Rp 144 Ribu /m² per tahun,"Wiyung, Surabaya",,Rp 144 Ribu /m² per tahun,,+62878528...,https://picture.rumah123.com/r123-images/720x420-crop/customer/923246/a66ff335168b2e585e1d757fac438960.jpg,https://www.rumah123.com/properti/surabaya/lar8752517/,,LT : 10289 m²
"Disewakan Lahan Padat (Area Paving) di Raya Tambak Osowilangun, dekat Romokalisari, Kalianak, Margomulyo",Rp 144 Ribu /m² per tahun,"Wiyung, Surabaya",,Rp 144 Ribu /m² per tahun,,+62878528...,https://picture.rumah123.com/r123-images/720x420-crop/customer/923246/a66ff335168b2e585e1d757fac438960.jpg,https://www.rumah123.com/properti/surabaya/lar8752517/,,LT : 10289 m²
"Disewakan Lahan Padat (Area Paving) di Raya Tambak Osowilangun, dekat Romokalisari, Kalianak, Margomulyo",Rp 144 Ribu /m² per tahun,"Wiyung, Surabaya",,Rp 144 Ribu /m² per tahun,,+62878528...,https://picture.rumah123.com/r123-images/720x420-crop/customer/923246/a66ff335168b2e585e1d757fac438960.jpg,https://www.rumah123.com/properti/surabaya/lar8752517/,,LT : 10289 m²
"Disewakan Lahan Padat (Area Paving) di Raya Tambak Osowilangun, dekat Romokalisari, Kalianak, Margomulyo",Rp 144 Ribu /m² per tahun,"Wiyung, Surabaya",,Rp 144 Ribu /m² per tahun,,+62878528...,https://pic.rumah123.com/r123/60x60-fit/photo/923246/180/9232461681278138.jpg,https://www.rumah123.com/properti/surabaya/lar8752517/,,LT : 10289 m²
"Disewakan Lahan Padat (Area Paving) di Raya Tambak Osowilangun, dekat Romokalisari, Kalianak, Margomulyo",Rp 144 Ribu /m² per tahun,"Wiyung, Surabaya",,Rp 144 Ribu /m² per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8752517/,,LT : 10289 m²
"DISEWAKAN LAHAN DEPO KONTAINER SUPER STRATEGIS Raya Tambak Osowilangun, Surabaya – 0 Jalan Raya Provinsi",Rp 2 Miliar Total per tahun,"DISEWAKAN LAHAN DEPO KONTAINER SUPER STRATEGIS Raya Tambak Osowilangun, Surabaya – 0 Jalan Raya Provinsi",,Rp 2 Miliar Total per tahun,,+62878528...,https://picture.rumah123.com/r123-images/720x420-crop/customer/923246/3dc70ddef31ed7a280664bc85e4cb52f.jpg,https://www.rumah123.com/properti/surabaya/lar4327026/,,LT : 17700 m²
"DISEWAKAN LAHAN DEPO KONTAINER SUPER STRATEGIS Raya Tambak Osowilangun, Surabaya – 0 Jalan Raya Provinsi",Rp 2 Miliar Total per tahun,"DISEWAKAN LAHAN DEPO KONTAINER SUPER STRATEGIS Raya Tambak Osowilangun, Surabaya – 0 Jalan Raya Provinsi",,Rp 2 Miliar Total per tahun,,+62878528...,https://picture.rumah123.com/r123-images/720x420-crop/customer/923246/3dc70ddef31ed7a280664bc85e4cb52f.jpg,https://www.rumah123.com/properti/surabaya/lar4327026/,,LT : 17700 m²
"DISEWAKAN LAHAN DEPO KONTAINER SUPER STRATEGIS Raya Tambak Osowilangun, Surabaya – 0 Jalan Raya Provinsi",Rp 2 Miliar Total per tahun,"DISEWAKAN LAHAN DEPO KONTAINER SUPER STRATEGIS Raya Tambak Osowilangun, Surabaya – 0 Jalan Raya Provinsi",,Rp 2 Miliar Total per tahun,,+62878528...,https://picture.rumah123.com/r123-images/720x420-crop/customer/923246/3dc70ddef31ed7a280664bc85e4cb52f.jpg,https://www.rumah123.com/properti/surabaya/lar4327026/,,LT : 17700 m²
"DISEWAKAN LAHAN DEPO KONTAINER SUPER STRATEGIS Raya Tambak Osowilangun, Surabaya – 0 Jalan Raya Provinsi",Rp 2 Miliar Total per tahun,"DISEWAKAN LAHAN DEPO KONTAINER SUPER STRATEGIS Raya Tambak Osowilangun, Surabaya – 0 Jalan Raya Provinsi",,Rp 2 Miliar Total per tahun,,+62878528...,https://pic.rumah123.com/r123/60x60-fit/photo/923246/180/9232461681278138.jpg,https://www.rumah123.com/properti/surabaya/lar4327026/,,LT : 17700 m²
"DISEWAKAN LAHAN DEPO KONTAINER SUPER STRATEGIS Raya Tambak Osowilangun, Surabaya – 0 Jalan Raya Provinsi",Rp 2 Miliar Total per tahun,"DISEWAKAN LAHAN DEPO KONTAINER SUPER STRATEGIS Raya Tambak Osowilangun, Surabaya – 0 Jalan Raya Provinsi",,Rp 2 Miliar Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar4327026/,,LT : 17700 m²
TANAH JEJER 1 DI CITRALAND CL 03,Rp 50 Juta Total per tahun,"Citraland, Surabaya",,Rp 50 Juta Total per tahun,,+62822676...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1784876/a8192589c7e7cce066ed81519d224659.jpg,https://www.rumah123.com/properti/surabaya/lar8742881/,,LT : 95 m²
TANAH JEJER 1 DI CITRALAND CL 03,Rp 50 Juta Total per tahun,"Citraland, Surabaya",,Rp 50 Juta Total per tahun,,+62822676...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1784876/a8192589c7e7cce066ed81519d224659.jpg,https://www.rumah123.com/properti/surabaya/lar8742881/,,LT : 95 m²
TANAH JEJER 1 DI CITRALAND CL 03,Rp 50 Juta Total per tahun,"Citraland, Surabaya",,Rp 50 Juta Total per tahun,,+62822676...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1784876/a8192589c7e7cce066ed81519d224659.jpg,https://www.rumah123.com/properti/surabaya/lar8742881/,,LT : 95 m²
TANAH JEJER 1 DI CITRALAND CL 03,Rp 50 Juta Total per tahun,"Citraland, Surabaya",,Rp 50 Juta Total per tahun,,+62822676...,https://picture.rumah123.com/r123-images/60x60-fit/customer/1784876/24081cb7999f6cbca8c2f09aadd0e9b7.jpg,https://www.rumah123.com/properti/surabaya/lar8742881/,,LT : 95 m²
TANAH JEJER 1 DI CITRALAND CL 03,Rp 50 Juta Total per tahun,"Citraland, Surabaya",,Rp 50 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8742881/,,LT : 95 m²
TANAH JEJER 3 DI CITRALAND UTARA CL 03,Rp 50 Juta Total per tahun,"Citraland, Surabaya",,Rp 50 Juta Total per tahun,,+62822676...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1784876/5213a0e659d38c09714b5b05644cc98e.png,https://www.rumah123.com/properti/surabaya/lar8742880/,,LT : 95 m²
TANAH JEJER 3 DI CITRALAND UTARA CL 03,Rp 50 Juta Total per tahun,"Citraland, Surabaya",,Rp 50 Juta Total per tahun,,+62822676...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1784876/5213a0e659d38c09714b5b05644cc98e.png,https://www.rumah123.com/properti/surabaya/lar8742880/,,LT : 95 m²
TANAH JEJER 3 DI CITRALAND UTARA CL 03,Rp 50 Juta Total per tahun,"Citraland, Surabaya",,Rp 50 Juta Total per tahun,,+62822676...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1784876/5213a0e659d38c09714b5b05644cc98e.png,https://www.rumah123.com/properti/surabaya/lar8742880/,,LT : 95 m²
TANAH JEJER 3 DI CITRALAND UTARA CL 03,Rp 50 Juta Total per tahun,"Citraland, Surabaya",,Rp 50 Juta Total per tahun,,+62822676...,https://picture.rumah123.com/r123-images/60x60-fit/customer/1784876/24081cb7999f6cbca8c2f09aadd0e9b7.jpg,https://www.rumah123.com/properti/surabaya/lar8742880/,,LT : 95 m²
TANAH JEJER 3 DI CITRALAND UTARA CL 03,Rp 50 Juta Total per tahun,"Citraland, Surabaya",,Rp 50 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8742880/,,LT : 95 m²
TANAH JEJER 2 DI CITRALAND UTARA CL 03,Rp 50 Juta Total per tahun,"Citraland, Surabaya",,Rp 50 Juta Total per tahun,,+62822676...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1784876/5213a0e659d38c09714b5b05644cc98e.png,https://www.rumah123.com/properti/surabaya/lar8742842/,,LT : 95 m²
TANAH JEJER 2 DI CITRALAND UTARA CL 03,Rp 50 Juta Total per tahun,"Citraland, Surabaya",,Rp 50 Juta Total per tahun,,+62822676...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1784876/5213a0e659d38c09714b5b05644cc98e.png,https://www.rumah123.com/properti/surabaya/lar8742842/,,LT : 95 m²
TANAH JEJER 2 DI CITRALAND UTARA CL 03,Rp 50 Juta Total per tahun,"Citraland, Surabaya",,Rp 50 Juta Total per tahun,,+62822676...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1784876/5213a0e659d38c09714b5b05644cc98e.png,https://www.rumah123.com/properti/surabaya/lar8742842/,,LT : 95 m²
TANAH JEJER 2 DI CITRALAND UTARA CL 03,Rp 50 Juta Total per tahun,"Citraland, Surabaya",,Rp 50 Juta Total per tahun,,+62822676...,https://picture.rumah123.com/r123-images/60x60-fit/customer/1784876/24081cb7999f6cbca8c2f09aadd0e9b7.jpg,https://www.rumah123.com/properti/surabaya/lar8742842/,,LT : 95 m²
TANAH JEJER 2 DI CITRALAND UTARA CL 03,Rp 50 Juta Total per tahun,"Citraland, Surabaya",,Rp 50 Juta Total per tahun,,,,https://www.rumah123.com/properti/surabaya/lar8742842/,,LT : 95 m²
TANAH JEJER 4 DI CITRALAND UTARA CL 03,Rp 50 Juta Total per tahun,"Citraland, Surabaya",,Rp 50 Juta Total per tahun,,+62822676...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1784876/5213a0e659d38c09714b5b05644cc98e.png,https://www.rumah123.com/properti/surabaya/lar8742822/,,LT : 95 m²
TANAH JEJER 4 DI CITRALAND UTARA CL 03,Rp 50 Juta Total per tahun,"Citraland, Surabaya",,Rp 50 Juta Total per tahun,,+62822676...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1784876/5213a0e659d38c09714b5b05644cc98e.png,https://www.rumah123.com/properti/surabaya/lar8742822/,,LT : 95 m²
TANAH JEJER 4 DI CITRALAND UTARA CL 03,Rp 50 Juta Total per tahun,"Citraland, Surabaya",,Rp 50 Juta Total per tahun,,+62822676...,https://picture.rumah123.com/r123-images/720x420-crop/customer/1784876/5213a0e659d38c09714b5b05644cc98e.png,https://www.rumah123.com/properti/surabaya/lar8742822/,,LT : 95 m²
TANAH JEJER 4 DI CITRALAND UTARA CL 03,Rp 50 Juta Total per tahun,"Citraland, Surabaya",,Rp 50 Juta Total per tahun,,+62822676...,https://picture.rumah123.com/r123-images/60x60-fit/customer/1784876/24081cb7999f6cbca8c2f09aadd0e9b7.jpg,https://www.rumah123.com/properti/surabaya/lar8742822/,,LT : 95 m²
